;name;categories;address;cc;city;country;crossStreet;distance;formattedAddress;labeledLatLngs;lat;lng;neighborhood;postalCode;state;id
322;Bella Italia;Italian Restaurant;The Walnuts,Unit 40B;GB;Orpington;United Kingdom;;1329;['The Walnuts,Unit 40B', 'Orpington', 'Greater London', 'BR6 0TW', 'United Kingdom'];[{'label': 'display', 'lat': 51.37658109673129, 'lng': 0.10127717206620397}];5.137.658.109.673.120;0.10127717206620397;;BR6 0TW;Greater London;56d04210cd1060338d0c5f47
328;Domino's Pizza;Pizza Place;16 Morden Court Parade, London Road;GB;Chelsfield;United Kingdom;;1406;['16 Morden Court Parade, London Road', 'Chelsfield', 'Greater London', 'SM4 5HJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.35759852406191, 'lng': 0.10865146413830438}];5.135.759.852.406.190;0.10865146413830438;;SM4 5HJ;Greater London;4fc7dbfa7bebaae793b762da
329;Frankie & Benny's;American Restaurant;Unit 2A, Farnborough Way;GB;Kent;United Kingdom;;1477;['Unit 2A, Farnborough Way', 'Kent', 'BR6 7DH', 'United Kingdom'];[{'label': 'display', 'lat': 51.36179, 'lng': 0.072911}];5.136.179;0.072911;;BR6 7DH;Kent;4b6433f5f964a520e1a32ae3
331;Domino's Pizza;Pizza Place;296 High St;GB;Orpington;United Kingdom;;1041;['296 High St', 'Orpington', 'Greater London', 'BR6 0NF', 'United Kingdom'];[{'label': 'display', 'lat': 51.37452443148477, 'lng': 0.09839807367288794}];5.137.452.443.148.470;0.09839807367288794;;BR6 0NF;Greater London;4bd1f6469854d13a7ca1fa4d
339;Tom Bell Fish And Chips;Fish & Chips Shop;326 Court Rd;GB;Orpington;United Kingdom;;1289;['326 Court Rd', 'Orpington', 'Greater London', 'BR6 9DA', 'United Kingdom'];[{'label': 'display', 'lat': 51.36416120290854, 'lng': 0.11158328811259725}];5.136.416.120.290.850;0.11158328811259725;;BR6 9DA;Greater London;50b4d1c0e4b03ee63d5c65b4
354;Indian Essence;Indian Restaurant;176-178 Petts Wood Rd.;GB;Kent;United Kingdom;;2222;['176-178 Petts Wood Rd.', 'Kent', 'BR5 1LG', 'United Kingdom'];[{'label': 'display', 'lat': 51.390319880128935, 'lng': 0.07540976471171684}];51.390.319.880.128.900;0.07540976471171684;;BR5 1LG;Kent;50ba65bde4b080f30086163f
355;PizzaExpress;Pizza Place;8 Royal Parade;GB;Chislehurst;United Kingdom;;282;['8 Royal Parade', 'Chislehurst', 'Greater London', 'BR7 6NR', 'United Kingdom'];[{'label': 'display', 'lat': 51.41185265, 'lng': 0.075289752}];5.141.185.265;0.075289752;;BR7 6NR;Greater London;4e38588245ddd221469fc9b6
357;Cyprianis Bar And Grill;Mediterranean Restaurant;17 Station Sq;GB;London;United Kingdom;;2314;['17 Station Sq', 'Petts Wood', 'Greater London', 'BR5 1LY', 'United Kingdom'];[{'label': 'display', 'lat': 51.38949509270091, 'lng': 0.0753554076727259}];5.138.949.509.270.090;0.0753554076727259;Petts Wood and Knoll, London, Greater London;BR5 1LY;Greater London;5294e33111d216a90fbafb32
359;Zizzi;Italian Restaurant;19 High St;GB;Chislehurst;United Kingdom;;830;['19 High St', 'Chislehurst', 'Greater London', 'BR7 5AE', 'United Kingdom'];[{'label': 'display', 'lat': 51.4172109149841, 'lng': 0.06815478453539546}];514.172.109.149.841;0.06815478453539546;;BR7 5AE;Greater London;4c0173af58dbc928ab62ee6b
361;Thai Moom;Thai Restaurant;131, Queensway Petts Wood;GB;Bromley;United Kingdom;;2263;['131, Queensway Petts Wood', 'Bromley', 'Greater London', 'BR5 1DG', 'United Kingdom'];[{'label': 'display', 'lat': 51.38987176492203, 'lng': 0.0710905460661748}];5.138.987.176.492.200;0.0710905460661748;;BR5 1DG;Greater London;4dd11fe0183899ddfb143af9
363;Rising Sun;Sushi Restaurant;1 Rice Parade;GB;Orpington;United Kingdom;Fairway;2413;['1 Rice Parade (Fairway)', 'Orpington', 'Greater London', 'BR5 1EQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.388643578273786, 'lng': 0.07611572742462158}];51.388.643.578.273.700;0.07611572742462158;Petts Wood;BR5 1EQ;Greater London;4d1cca39c68aa1cdebb0a5e2
364;The Rib Shack Bar And Grill;American Restaurant;5 Station Sq;GB;London;United Kingdom;;2263;['5 Station Sq', 'Petts Wood', 'Greater London', 'BR5 1LY', 'United Kingdom'];[{'label': 'display', 'lat': 51.389956191350485, 'lng': 0.07537949517415779}];51.389.956.191.350.400;0.07537949517415779;;BR5 1LY;Greater London;51291469e4b0f4c984ef2e32
366;Prezzo;Italian Restaurant;95-97 High St;GB;Chislehurst;United Kingdom;;1130;['95-97 High St', 'Chislehurst', 'Greater London', 'BR7 5AG', 'United Kingdom'];[{'label': 'display', 'lat': 51.41946479794293, 'lng': 0.06557548230784398}];5.141.946.479.794.290;0.06557548230784398;;BR7 5AG;Greater London;4dd941d4d22d38ef431473c2
372;Uskudar Turkish Restaurant;Turkish Restaurant;61 Queensway;GB;London;United Kingdom;;2480;['61 Queensway', 'Petts Wood', 'Greater London', 'BR5 1DQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.38792841426172, 'lng': 0.07368967451720333}];5.138.792.841.426.170;0.07368967451720333;;BR5 1DQ;Greater London;4d0536f037036dcbed5e15fb
375;Domino's Pizza;Pizza Place;91 Cotmandene Crescent;GB;London;United Kingdom;;2405;['91 Cotmandene Crescent', 'Cray Valley West', 'Greater London', 'BR5 2RD', 'United Kingdom'];[{'label': 'display', 'lat': 51.4041185054175, 'lng': 0.10546445846557617}];514.041.185.054.175;0.10546445846557617;;BR5 2RD;Greater London;4eb416dbf9f40c39c567d075
395;Bao Bao;Asian Restaurant;Unit 44-45 Boxpark;GB;Croydon;United Kingdom;99 George St;1351;['Unit 44-45 Boxpark (99 George St)', 'Croydon', 'Greater London', 'CR0 1LD', 'United Kingdom'];[{'label': 'display', 'lat': 51.37498173152558, 'lng': -0.09357690811157227}];5.137.498.173.152.550;-0.09357690811157227;;CR0 1LD;Greater London;5814d17d38fa18c20f2283d6
397;Coqfighter Chicken & Beer;Korean Restaurant;Unit 19 Boxpark;GB;Croydon;United Kingdom;99 George St;1354;['Unit 19 Boxpark (99 George St)', 'Croydon', 'Greater London', 'CR0 1LD', 'United Kingdom'];[{'label': 'display', 'lat': 51.37504365206947, 'lng': -0.0935912005731379}];5.137.504.365.206.940;-0.0935912005731379;;CR0 1LD;Greater London;5814d46638fa8201ad9efd44
398;Nando's;Portuguese Restaurant;26 High St;GB;Croydon;United Kingdom;Grants Entertainment Centre;1776;['26 High St (Grants Entertainment Centre)', 'Croydon', 'Greater London', 'CR0 1GT', 'United Kingdom'];[{'label': 'display', 'lat': 51.37280263847501, 'lng': -0.10018278159571932}];5.137.280.263.847.500;-0.10018278159571932;;CR0 1GT;Greater London;4b969831f964a5203ad734e3
404;Karnavar Restaurant;Indian Restaurant;62 South End;GB;Croydon;United Kingdom;;1850;['62 South End', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom'];[{'label': 'display', 'lat': 51.365488699667566, 'lng': -0.09897044841981988}];51.365.488.699.667.500;-0.09897044841981988;;CR0 1DP;Greater London;53559c06498ee46285abfa27
406;The Breakfast Club;Breakfast Spot;Unit 48-52 Boxpark;GB;Croydon;United Kingdom;99 George St;1382;['Unit 48-52 Boxpark (99 George St)', 'Croydon', 'Greater London', 'CR0 1LD', 'United Kingdom'];[{'label': 'display', 'lat': 51.37475530606113, 'lng': -0.09410865345151727}];5.137.475.530.606.110;-0.09410865345151727;;CR0 1LD;Greater London;5814d30638fa1bf491004fa2
407;Galicia;Spanish Restaurant;269-275 High St;GB;Croydon;United Kingdom;;1763;['269-275 High St', 'Croydon', 'Greater London', 'CR0 1QH', 'United Kingdom'];[{'label': 'display', 'lat': 51.36845757906705, 'lng': -0.09927934900298166}];5.136.845.757.906.700;-0.09927934900298166;;CR0 1QH;Greater London;4bac018df964a5207fdd3ae3
409;The Gold Coast Bar & Restaurant;African Restaurant;224 Portland Rd;GB;South Norwood;United Kingdom;;2250;['224 Portland Rd', 'South Norwood', 'Greater London', 'SE25 4QB', 'United Kingdom'];[{'label': 'display', 'lat': 51.39177138157308, 'lng': -0.06633652235879549}];5.139.177.138.157.300;-0.06633652235879549;;SE25 4QB;Greater London;4b5a41def964a52002b828e3
412;Uncle Lim's Malaysian Kitchen;Malay Restaurant;Upper North Arcade;GB;Croydon;United Kingdom;Whitgift Centre;1824;['Upper North Arcade (Whitgift Centre)', 'Croydon', 'Greater London', 'CR0 1LP', 'United Kingdom'];[{'label': 'display', 'lat': 51.37521540025681, 'lng': -0.10045385615353232}];5.137.521.540.025.680;-0.10045385615353232;;CR0 1LP;Greater London;4afed94cf964a520de3022e3
413;Aqua Bar & Grill;Mediterranean Restaurant;33-35 South End;GB;Croydon;United Kingdom;;1797;['33-35 South End', 'Croydon', 'Greater London', 'CR0 1BE', 'United Kingdom'];[{'label': 'display', 'lat': 51.36672805229652, 'lng': -0.09894737644928685}];5.136.672.805.229.650;-0.09894737644928685;;CR0 1BE;Greater London;4c7af47aa86837040564154d
417;Thai Express UK;Thai Restaurant;Unit 32-33 Boxpark;GB;Croydon;United Kingdom;99 George St;1357;['Unit 32-33 Boxpark (99 George St)', 'Croydon', 'Greater London', 'CR0 1LD', 'United Kingdom'];[{'label': 'display', 'lat': 51.37502918435571, 'lng': -0.0936379465804956}];5.137.502.918.435.570;-0.0936379465804956;;CR0 1LD;Greater London;5814da7138fa4159e5484315
423;Anabella's Kitchen;Mediterranean Restaurant;299 High Street;GB;Croydon;United Kingdom;;1768;['299 High Street', 'Croydon', 'Greater London', 'CR0 1QL', 'United Kingdom'];[{'label': 'display', 'lat': 51.3679313659668, 'lng': -0.09913444519042969}];513.679.313.659.668;-0.09913444519042969;;CR0 1QL;Greater London;54f22fb7498ee77ce4396ab6
427;Sangri;Indian Restaurant;265 High Street;GB;Croydon;United Kingdom;;1762;['265 High Street', 'Croydon', 'Greater London', 'CR0 1QH', 'United Kingdom'];[{'label': 'display', 'lat': 51.36852191929014, 'lng': -0.0992887201008723}];5.136.852.191.929.010;-0.0992887201008723;;CR0 1QH;Greater London;4bed96173372c9285add1114
429;Apatura;Mediterranean Restaurant;14 South End Rd. Croydon;GB;Surrey;United Kingdom;;1799;['14 South End Rd. Croydon', 'Surrey', 'CR0 1DL', 'United Kingdom'];[{'label': 'display', 'lat': 51.36675953865051, 'lng': -0.098993}];5.136.675.953.865.050;-0.098993;;CR0 1DL;Surrey;4ce837ca678aa0933d46e7ea
432;Pizzeria Pellone;Pizza Place;256 High St;GB;Croydon;United Kingdom;;1775;['256 High St', 'Croydon', 'Greater London', 'CR0 1NF', 'United Kingdom'];[{'label': 'display', 'lat': 51.368428, 'lng': -0.09944}];51.368.428;-0.09944;;CR0 1NF;Greater London;56746150498e59619dd3a66c
445;YO! Sushi;Sushi Restaurant;21 North End Rd.;GB;Croydon;United Kingdom;;2047;['21 North End Rd.', 'Croydon', 'Greater London', 'CR0 1TY', 'United Kingdom'];[{'label': 'display', 'lat': 51.37584622466272, 'lng': -0.10352164300350906}];5.137.584.622.466.270;-0.10352164300350906;;CR0 1TY;Greater London;4e0600d57d8b2a0180514105
448;Coombe Lodge (Beefeater);Restaurant;104 Coombe Rd;GB;Croydon;United Kingdom;;1098;['104 Coombe Rd', 'Croydon', 'Greater London', 'CR0 5RB', 'United Kingdom'];[{'label': 'display', 'lat': 51.36254688260847, 'lng': -0.07160027655361718}];5.136.254.688.260.840;-0.07160027655361718;;CR0 5RB;Greater London;4c4d6d6614b7b713c5cb5878
449;Spice'n'ice;Indian Restaurant;3-5 South Park Hill Rd;GB;Croydon;United Kingdom;South Park Hotel;1331;['3-5 South Park Hill Rd (South Park Hotel)', 'Croydon', 'Greater London', 'CR2 7DY', 'United Kingdom'];[{'label': 'display', 'lat': 51.36527923218268, 'lng': -0.09021771906998817}];5.136.527.923.218.260;-0.09021771906998817;;CR2 7DY;Greater London;4d6038a629ef236a1ea3a259
461;Cadillac Diner;American Restaurant;147 Wickham Rd;GB;Shirley;United Kingdom;;1744;['147 Wickham Rd', 'Shirley', 'Greater London', 'CR0 8TE', 'United Kingdom'];[{'label': 'display', 'lat': 51.37462161560038, 'lng': -0.04981960911867283}];5.137.462.161.560.030;-0.04981960911867283;;CR0 8TE;Greater London;4efb565f0039deea01b38eff
463;The Banana Leaf;Indian Restaurant;7 Lower Addiscombe Rd;GB;Croydon;United Kingdom;;1375;['7 Lower Addiscombe Rd', 'Croydon', 'Greater London', 'CR0 6PQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.380759, 'lng': -0.0889624}];51.380.759;-0.0889624;;CR0 6PQ;Greater London;4bb508140ef1c9b601c8f412
466;Domino's Pizza;Pizza Place;150 High St;GB;London;United Kingdom;;1232;['150 High St', 'London', 'Greater London', 'SE20 7EU', 'United Kingdom'];[{'label': 'display', 'lat': 51.37586050009873, 'lng': -0.09138}];5.137.586.050.009.870;-0.09138;;SE20 7EU;Greater London;4bd220e4caff9521b423d2f0
467;Bagatti's;Italian Restaurant;South End;GB;Croydon;United Kingdom;Aberdeen road;1851;['South End (Aberdeen road)', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom'];[{'label': 'display', 'lat': 51.365568599044444, 'lng': -0.09904001646915009}];51.365.568.599.044.400;-0.09904001646915009;;CR0 1DP;Greater London;4bc9991768f976b0028b5d83
482;Fish & Grill;Seafood Restaurant;48-50 South End;GB;Croydon;United Kingdom;;1847;['48-50 South End', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom'];[{'label': 'display', 'lat': 51.36572927757591, 'lng': -0.09909442925433493}];5.136.572.927.757.590;-0.09909442925433493;;CR0 1DP;Greater London;4bf437d5cad2c92831aa9b99
483;Castella Fish Bar;Fish & Chips Shop;South End;GB;Surrey;United Kingdom;Heathfield Rd;1582;['South End (Heathfield Rd)', 'Surrey', 'United Kingdom'];[{'label': 'display', 'lat': 51.36565726268947, 'lng': -0.09482000518145642}];5.136.565.726.268.940;-0.09482000518145642;;;Surrey;4fafa2f3e4b08159084a7595
484;Zizzi;Italian Restaurant;57-59 South End;GB;Croydon;United Kingdom;;1840;['57-59 South End', 'Croydon', 'Greater London', 'CR0 1BF', 'United Kingdom'];[{'label': 'display', 'lat': 51.36570135242092, 'lng': -0.0989580104640575}];5.136.570.135.242.090;-0.0989580104640575;;CR0 1BF;Greater London;4c30fe96452620a1a0f81f0f
486;Shirley Cafe;Breakfast Spot;Wickham Road;GB;Shirley;United Kingdom;;1929;['Wickham Road', 'Shirley', 'Greater London', 'CR 0 8', 'United Kingdom'];[{'label': 'display', 'lat': 51.37484680086826, 'lng': -0.04718489485114138}];5.137.484.680.086.820;-0.04718489485114138;;CR 0 8;Greater London;4c1a91ffc09ed13ab253828e
492;Karnavar Restaurant;Indian Restaurant;62 South End;GB;Croydon;United Kingdom;;2190;['62 South End', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom'];[{'label': 'display', 'lat': 51.365488699667566, 'lng': -0.09897044841981988}];51.365.488.699.667.500;-0.09897044841981988;;CR0 1DP;Greater London;53559c06498ee46285abfa27
494;Aqua Bar & Grill;Mediterranean Restaurant;33-35 South End;GB;Croydon;United Kingdom;;2301;['33-35 South End', 'Croydon', 'Greater London', 'CR0 1BE', 'United Kingdom'];[{'label': 'display', 'lat': 51.36672805229652, 'lng': -0.09894737644928685}];5.136.672.805.229.650;-0.09894737644928685;;CR0 1BE;Greater London;4c7af47aa86837040564154d
495;Galicia;Spanish Restaurant;269-275 High St;GB;Croydon;United Kingdom;;2473;['269-275 High St', 'Croydon', 'Greater London', 'CR0 1QH', 'United Kingdom'];[{'label': 'display', 'lat': 51.36845757906705, 'lng': -0.09927934900298166}];5.136.845.757.906.700;-0.09927934900298166;;CR0 1QH;Greater London;4bac018df964a5207fdd3ae3
499;Anabella's Kitchen;Mediterranean Restaurant;299 High Street;GB;Croydon;United Kingdom;;2419;['299 High Street', 'Croydon', 'Greater London', 'CR0 1QL', 'United Kingdom'];[{'label': 'display', 'lat': 51.3679313659668, 'lng': -0.09913444519042969}];513.679.313.659.668;-0.09913444519042969;;CR0 1QL;Greater London;54f22fb7498ee77ce4396ab6
500;Apatura;Mediterranean Restaurant;14 South End Rd. Croydon;GB;Surrey;United Kingdom;;2305;['14 South End Rd. Croydon', 'Surrey', 'CR0 1DL', 'United Kingdom'];[{'label': 'display', 'lat': 51.36675953865051, 'lng': -0.098993}];5.136.675.953.865.050;-0.098993;;CR0 1DL;Surrey;4ce837ca678aa0933d46e7ea
502;Sangri;Indian Restaurant;265 High Street;GB;Croydon;United Kingdom;;2479;['265 High Street', 'Croydon', 'Greater London', 'CR0 1QH', 'United Kingdom'];[{'label': 'display', 'lat': 51.36852191929014, 'lng': -0.0992887201008723}];5.136.852.191.929.010;-0.0992887201008723;;CR0 1QH;Greater London;4bed96173372c9285add1114
503;Pizzeria Pellone;Pizza Place;256 High St;GB;Croydon;United Kingdom;;2476;['256 High St', 'Croydon', 'Greater London', 'CR0 1NF', 'United Kingdom'];[{'label': 'display', 'lat': 51.368428, 'lng': -0.09944}];51.368.428;-0.09944;;CR0 1NF;Greater London;56746150498e59619dd3a66c
506;Coombe Lodge (Beefeater);Restaurant;104 Coombe Rd;GB;Croydon;United Kingdom;;1528;['104 Coombe Rd', 'Croydon', 'Greater London', 'CR0 5RB', 'United Kingdom'];[{'label': 'display', 'lat': 51.36254688260847, 'lng': -0.07160027655361718}];5.136.254.688.260.840;-0.07160027655361718;;CR0 5RB;Greater London;4c4d6d6614b7b713c5cb5878
507;Spice'n'ice;Indian Restaurant;3-5 South Park Hill Rd;GB;Croydon;United Kingdom;South Park Hotel;1863;['3-5 South Park Hill Rd (South Park Hotel)', 'Croydon', 'Greater London', 'CR2 7DY', 'United Kingdom'];[{'label': 'display', 'lat': 51.36527923218268, 'lng': -0.09021771906998817}];5.136.527.923.218.260;-0.09021771906998817;;CR2 7DY;Greater London;4d6038a629ef236a1ea3a259
512;Toby Carvery;English Restaurant;415 Brighton Rd;GB;Croydon;United Kingdom;;1421;['415 Brighton Rd', 'Croydon', 'Greater London', 'CR2 6EJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.349538661486285, 'lng': -0.10031479154647162}];51.349.538.661.486.200;-0.10031479154647162;;CR2 6EJ;Greater London;4ba1d37bf964a52006ce37e3
513;Bagatti's;Italian Restaurant;South End;GB;Croydon;United Kingdom;Aberdeen road;2200;['South End (Aberdeen road)', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom'];[{'label': 'display', 'lat': 51.365568599044444, 'lng': -0.09904001646915009}];51.365.568.599.044.400;-0.09904001646915009;;CR0 1DP;Greater London;4bc9991768f976b0028b5d83
527;The Chateau;French Restaurant;Coombe Lane;GB;Croydon;United Kingdom;;1610;['Coombe Lane', 'Croydon', 'Greater London', 'CR0 5RE', 'United Kingdom'];[{'label': 'display', 'lat': 51.3621079755026, 'lng': -0.06763458251953125}];513.621.079.755.026;-0.06763458251953125;;CR0 5RE;Greater London;4bd4749c4e32d13a581dbf80
529;Fish & Grill;Seafood Restaurant;48-50 South End;GB;Croydon;United Kingdom;;2217;['48-50 South End', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom'];[{'label': 'display', 'lat': 51.36572927757591, 'lng': -0.09909442925433493}];5.136.572.927.757.590;-0.09909442925433493;;CR0 1DP;Greater London;4bf437d5cad2c92831aa9b99
530;Zizzi;Italian Restaurant;57-59 South End;GB;Croydon;United Kingdom;;2209;['57-59 South End', 'Croydon', 'Greater London', 'CR0 1BF', 'United Kingdom'];[{'label': 'display', 'lat': 51.36570135242092, 'lng': -0.0989580104640575}];5.136.570.135.242.090;-0.0989580104640575;;CR0 1BF;Greater London;4c30fe96452620a1a0f81f0f
531;Castella Fish Bar;Fish & Chips Shop;South End;GB;Surrey;United Kingdom;Heathfield Rd;2045;['South End (Heathfield Rd)', 'Surrey', 'United Kingdom'];[{'label': 'display', 'lat': 51.36565726268947, 'lng': -0.09482000518145642}];5.136.565.726.268.940;-0.09482000518145642;;;Surrey;4fafa2f3e4b08159084a7595
535;Khyber Restaurant;Indian Restaurant;284 - 288 High St;GB;Surrey;United Kingdom;;2484;['284 - 288 High St', 'Surrey', 'CR0 1NG', 'United Kingdom'];[{'label': 'display', 'lat': 51.368607532973236, 'lng': -0.09920339939756682}];51.368.607.532.973.200;-0.09920339939756682;;CR0 1NG;Surrey;4bee3b49ac3cef3bb1b3f4f9
536;Toby Carvery;English Restaurant;54 Commonside W;GB;Figge's Marsh;United Kingdom;;458;"['54 Commonside W', ""Figge's Marsh"", 'Greater London', 'CR4 4HB', 'United Kingdom']";[{'label': 'display', 'lat': 51.40043565637624, 'lng': -0.16098234158085606}];5.140.043.565.637.620;-0.16098234158085606;;CR4 4HB;Greater London;4db570a193a017099deb4d34
538;Azzurri Pizzeria;Pizza Place;;GB;;United Kingdom;;1708;['United Kingdom'];[{'label': 'display', 'lat': 51.41467856036213, 'lng': -0.14023477334517845}];5.141.467.856.036.210;-0.14023477334517845;;;;566d7e1c498e4cf97188a905
545;Pizzeria Sette Bello;Italian Restaurant;Amen Corner;GB;London;United Kingdom;Mitcham Road;2097;['Amen Corner (Mitcham Road)', 'London', 'Greater London', 'SW17 9JE', 'United Kingdom'];[{'label': 'display', 'lat': 51.422952376792686, 'lng': -0.1600940342727911}];51.422.952.376.792.600;-0.1600940342727911;;SW17 9JE;Greater London;4cb5fc1a8db0a143d0956616
547;Rock Star Sushi;Sushi Restaurant;Merton Abbey Mills;GB;London;United Kingdom;;2013;['Merton Abbey Mills', 'London', 'Greater London', 'United Kingdom'];[{'label': 'display', 'lat': 51.413101, 'lng': -0.183323}];51.413.101;-0.183323;;;Greater London;538b1aa3498e1b0d8c19568b
548;Daddy Bao;Asian Restaurant;113 Mitcham Road;GB;London;United Kingdom;;2419;['113 Mitcham Road', 'London', 'Greater London', 'SW17 9PE', 'United Kingdom'];[{'label': 'display', 'lat': 51.425509, 'lng': -0.164612}];51.425.509;-0.164612;;SW17 9PE;Greater London;5a85de2b2db4a9513d6f9639
550;Nando's;Portuguese Restaurant;Unit 12 Tandem Centre;GB;Colliers Wood;United Kingdom;;1743;['Unit 12 Tandem Centre', 'Colliers Wood', 'Greater London', 'SW19 2TY', 'United Kingdom'];[{'label': 'display', 'lat': 51.41379065225573, 'lng': -0.17791737435550922}];5.141.379.065.225.570;-0.17791737435550922;;SW19 2TY;Greater London;4b5c56d1f964a520952b29e3
556;Chez Vous;Lebanese Restaurant;;GB;;United Kingdom;;2435;['United Kingdom'];[{'label': 'display', 'lat': 51.42561080772597, 'lng': -0.16498140583182203}];5.142.561.080.772.590;-0.16498140583182203;;;;52f7780011d27095f2affee0
558;Vijaya Krishna;Indian Restaurant;114 Mitcham Rd.;GB;London;United Kingdom;;2410;['114 Mitcham Rd.', 'London', 'Greater London', 'SW17 9NG', 'United Kingdom'];[{'label': 'display', 'lat': 51.42542329086045, 'lng': -0.1645872346452105}];5.142.542.329.086.040;-0.1645872346452105;;SW17 9NG;Greater London;4cacdb5c76d3a093b060356b
561;Istanbul Meze Mangal;Turkish Restaurant;222 High Street;GB;Colliers Wood;United Kingdom;;2091;['222 High Street', 'Colliers Wood', 'Greater London', 'SW19 2BH', 'United Kingdom'];[{'label': 'display', 'lat': 51.41679359474994, 'lng': -0.18042007880326782}];5.141.679.359.474.990;-0.18042007880326782;;SW19 2BH;Greater London;51705731498e239ef0697725
