,Unnamed: 0,name,categories,address,cc,city,country,crossStreet,distance,formattedAddress,labeledLatLngs,lat,lng,neighborhood,postalCode,state,id,Checkin TipCount,venue price,venue price index,venue rating
14837,14837,Samrat,Indian Restaurant,52 Pitshanger Ln,GB,Ealing,United Kingdom,,2420,"['52 Pitshanger Ln', 'Ealing', 'Greater London', 'W5 1QY', 'United Kingdom']","[{'label': 'display', 'lat': 51.525882026115944, 'lng': -0.3153161026323277}]",51.525882026115944,-0.3153161026323277,,W5 1QY,Greater London,4baa548af964a520bf5f3ae3,,,,
14838,14838,KFC,Fast Food Restaurant,,GB,,United Kingdom,,2386,['United Kingdom'],"[{'label': 'display', 'lat': 51.532207, 'lng': -0.31043184}]",51.532207,-0.31043184,,,,576db845cd104243c16e2635,,,,
14845,14845,Go Sing,Chinese Restaurant,22 Station Rd,GB,West Drayton,United Kingdom,,457,"['22 Station Rd', 'West Drayton', 'Greater London', 'UB7 7BY', 'United Kingdom']","[{'label': 'display', 'lat': 51.508947263135724, 'lng': -0.4738088003389714}]",51.50894726313573,-0.4738088003389714,,UB7 7BY,Greater London,4bdc75b9fed22d7f024358c9,,,,
14846,14846,Zayani indian Restaurant,Indian Restaurant,395b Sipson Rd,GB,Sipson,United Kingdom,,2115,"['395b Sipson Rd', 'Sipson', 'Greater London', 'UB7 0HU', 'United Kingdom']","[{'label': 'display', 'lat': 51.488718561686476, 'lng': -0.45612771616128056}]",51.488718561686476,-0.4561277161612806,,UB7 0HU,Greater London,4b688434f964a5205c7d2be3,,,,
14848,14848,Sipson Tandoori Indian Restaurant,Indian Restaurant,5-9 Harmondsworth Road,GB,West Drayton,United Kingdom,,446,"['5-9 Harmondsworth Road', 'West Drayton', 'UB7 9JJ', 'United Kingdom']","[{'label': 'display', 'lat': 51.502094757313046, 'lng': -0.4670118907017431}]",51.50209475731305,-0.4670118907017431,,UB7 9JJ,,4b5f66a4f964a52036b829e3,,,,
14856,14856,Achari,Indian Restaurant,361-363 Sipson Rd,GB,Sipson,United Kingdom,,2011,"['361-363 Sipson Rd', 'Sipson', 'Greater London', 'UB7 0HU', 'United Kingdom']","[{'label': 'display', 'lat': 51.48964127452015, 'lng': -0.45652386598174244}]",51.489641274520146,-0.4565238659817424,,UB7 0HU,Greater London,4b7c59f3f964a5201e8e2fe3,,,,
14873,14873,Rotisserie,Restaurant,"Holiday Inn, M4 J4",GB,Hounslow,United Kingdom,,1582,"['Holiday Inn, M4 J4', 'Hounslow', 'UB7 0JU', 'United Kingdom']","[{'label': 'display', 'lat': 51.49454754106314, 'lng': -0.45560652058116585}]",51.494547541063135,-0.4556065205811658,,UB7 0JU,,4db7b5bd6a238ed5d8e53374,,,,
14874,14874,Orwell's Brasserie,Restaurant,Crowne Plaza Hotel,GB,West Drayton,United Kingdom,,1285,"['Crowne Plaza Hotel', 'West Drayton', 'UB7 9NA', 'United Kingdom']","[{'label': 'display', 'lat': 51.4995513661139, 'lng': -0.453996598950204}]",51.4995513661139,-0.45399659895020394,,UB7 9NA,,4bb1b819f964a5203aa03ce3,,,,
14884,14884,Luciano Cafe,Fast Food Restaurant,,GB,Iver,United Kingdom,,2379,"['Iver', 'Buckinghamshire', 'United Kingdom']","[{'label': 'display', 'lat': 51.513464545050844, 'lng': -0.5016690291455969}]",51.51346454505085,-0.5016690291455969,,,Buckinghamshire,4e3fc6681838cb1b830ecf5e,,,,
14887,14887,Nando's,Portuguese Restaurant,Unit 204 intu Uxbridge,GB,Uxbridge,United Kingdom,High St,1169,"['Unit 204 intu Uxbridge (High St)', 'Uxbridge', 'Greater London', 'UB8 1GE', 'United Kingdom']","[{'label': 'display', 'lat': 51.54485377899289, 'lng': -0.47653393127537735}]",51.54485377899289,-0.4765339312753774,,UB8 1GE,Greater London,4ba4d266f964a52020b838e3,,,,
14888,14888,Javitri,Restaurant,112 High Street,GB,Uxbridge,United Kingdom,,1780,"['112 High Street', 'Uxbridge', 'UB8 1JA', 'United Kingdom']","[{'label': 'display', 'lat': 51.54939650598031, 'lng': -0.4827015450480411}]",51.54939650598031,-0.4827015450480411,,UB8 1JA,,51cad031498eb0c323b3ff24,,,,
14890,14890,Nabrasa,Brazilian Restaurant,Unit 2,GB,Uxbridge,United Kingdom,Colham Bakers Road,1424,"['Unit 2 (Colham Bakers Road)', 'Uxbridge', 'Greater London', 'UB8 1RG', 'United Kingdom']","[{'label': 'display', 'lat': 51.5469053551733, 'lng': -0.47854726171986567}]",51.546905355173294,-0.4785472617198657,,UB8 1RG,Greater London,537e57fe498e02df077ac437,,,,
14895,14895,Tamara Lounge,Indian Restaurant,4 Byron Parade,GB,Uxbridge,United Kingdom,,2109,"['4 Byron Parade', 'Uxbridge', 'UB10 0NA', 'United Kingdom']","[{'label': 'display', 'lat': 51.528826334138934, 'lng': -0.4439784600346573}]",51.52882633413893,-0.4439784600346573,,UB10 0NA,,4d7a6a4c92baa14367b253eb,,,,
14896,14896,wagamama,Asian Restaurant,intu Uxbridge,GB,Uxbridge,United Kingdom,201-203 High St,1184,"['intu Uxbridge (201-203 High St)', 'Uxbridge', 'Greater London', 'UB8 1LB', 'United Kingdom']","[{'label': 'display', 'lat': 51.54495013579234, 'lng': -0.4768548509914288}]",51.54495013579234,-0.4768548509914288,,UB8 1LB,Greater London,546111d9498eb74ab317f936,,,,
14902,14902,Bella Italia,Italian Restaurant,198-200 High Street,GB,Uxbridge,United Kingdom,,1205,"['198-200 High Street', 'Uxbridge', 'UB8 1LB', 'United Kingdom']","[{'label': 'display', 'lat': 51.54512933193958, 'lng': -0.4769562711639992}]",51.545129331939584,-0.4769562711639992,,UB8 1LB,,4c9dfc6fd3c2b60c3e4fc6bc,,,,
14923,14923,The Raj,Indian Restaurant,40 Windsor St,GB,Uxbridge,United Kingdom,,1293,"['40 Windsor St', 'Uxbridge', 'Greater London', 'United Kingdom']","[{'label': 'display', 'lat': 51.54520446154442, 'lng': -0.48056676064021253}]",51.545204461544415,-0.4805667606402125,,,Greater London,4cd85791a423a35d494feb42,,,,
14925,14925,Dragon Inn,Chinese Restaurant,307 long lane,GB,Uxbridge,United Kingdom,,1877,"['307 long lane', 'Uxbridge', 'Greater London', 'UB10 9PG', 'United Kingdom']","[{'label': 'display', 'lat': 51.541699927027956, 'lng': -0.44841474306803797}]",51.54169992702796,-0.448414743068038,,UB10 9PG,Greater London,4c9261f1ae45224b9dd1ef97,,,,
14926,14926,Prezzo,Italian Restaurant,9-11 Belmont Rd,GB,Uxbridge,United Kingdom,,1496,"['9-11 Belmont Rd', 'Uxbridge', 'Greater London', 'UB8 1QS', 'United Kingdom']","[{'label': 'display', 'lat': 51.54732863553141, 'lng': -0.4798448262226882}]",51.54732863553141,-0.4798448262226882,,UB8 1QS,Greater London,4f22c5cde4b0085e483301c0,,,,
14930,14930,Nonna Rosa,Italian Restaurant,119 High St.,GB,Uxbridge,United Kingdom,,1665,"['119 High St.', 'Uxbridge', 'Greater London', 'UB8 1JT', 'United Kingdom']","[{'label': 'display', 'lat': 51.548625779123284, 'lng': -0.4812688005244963}]",51.54862577912328,-0.4812688005244963,,UB8 1JT,Greater London,4d2da721762fa14388267b64,,,,
14932,14932,Uxbridge Mangal,Turkish Restaurant,,GB,,United Kingdom,,1559,['United Kingdom'],"[{'label': 'display', 'lat': 51.54770820107618, 'lng': -0.4808657860617312}]",51.54770820107618,-0.4808657860617312,,,,57161c4b498e37401acde313,,,,
14937,14937,KFC,Fast Food Restaurant,Whiteleys Parade,GB,Hillingdon,United Kingdom,,1788,"['Whiteleys Parade', 'Hillingdon', 'Greater London', 'UB10 0PD', 'United Kingdom']","[{'label': 'display', 'lat': 51.53009020288032, 'lng': -0.44820498455711455}]",51.53009020288032,-0.44820498455711455,,UB10 0PD,Greater London,4c700a25b5a5236af0eb4e52,,,,
14941,14941,Jennies Fish And Chips,Fast Food Restaurant,26 Sutton Court Road,GB,Uxbridge,United Kingdom,,1876,"['26 Sutton Court Road', 'Uxbridge', 'Greater London', 'Ub10 9hp', 'United Kingdom']","[{'label': 'display', 'lat': 51.54167953551107, 'lng': -0.4484120347969632}]",51.54167953551107,-0.4484120347969632,,Ub10 9hp,Greater London,4d8a20ee7d4c548134446271,,,,
14944,14944,Pangs,Chinese Restaurant,305 - 307 Long Lane,GB,Hillingdon,United Kingdom,,2479,"['305 - 307 Long Lane', 'Hillingdon', 'UB10 9JY', 'United Kingdom']","[{'label': 'display', 'lat': 51.551137563789105, 'lng': -0.44905434998430876}]",51.55113756378911,-0.4490543499843088,,UB10 9JY,,4df8e140d22dca97c5999deb,,,,
14952,14952,Fez Mangal,Turkish Restaurant,102-108 Ladbroke Grove,GB,Kensington,United Kingdom,,603,"['102-108 Ladbroke Grove', 'Kensington', 'Greater London', 'W11 1PY', 'United Kingdom']","[{'label': 'display', 'lat': 51.51646133344621, 'lng': -0.209289778187167}]",51.51646133344621,-0.20928977818716699,,W11 1PY,Greater London,4bf2e947e5eba593e3f31d90,,,,
14954,14954,Portobello Garden,Italian Restaurant,,GB,London,United Kingdom,,585,"['London', 'W11 1LR', 'United Kingdom']","[{'label': 'display', 'lat': 51.51799600180051, 'lng': -0.20706117930064014}]",51.51799600180051,-0.20706117930064014,,W11 1LR,,532edfe6498e73e1a3db9adb,,,,
14956,14956,Maramia,Middle Eastern Restaurant,48 Golbourne Rd,GB,London,United Kingdom,,477,"['48 Golbourne Rd', 'London', 'Greater London', 'W10 5PR', 'United Kingdom']","[{'label': 'display', 'lat': 51.52254791104551, 'lng': -0.20751844330332467}]",51.52254791104551,-0.20751844330332467,,W10 5PR,Greater London,4acf34cdf964a520b9d220e3,,,,
14961,14961,Osteria Basilico,Italian Restaurant,29 Kensington Park Rd,GB,London,United Kingdom,,846,"['29 Kensington Park Rd', 'London', 'Greater London', 'W11 2EU', 'United Kingdom']","[{'label': 'display', 'lat': 51.515416493210445, 'lng': -0.20572776627768932}]",51.51541649321045,-0.20572776627768927,,W11 2EU,Greater London,4ac518d6f964a52025a820e3,,,,
14962,14962,Luna Rossa,Italian Restaurant,190 Kensingon Park Rd,GB,London,United Kingdom,,835,"['190 Kensingon Park Rd', 'London', 'Greater London', 'W11 2ES', 'United Kingdom']","[{'label': 'display', 'lat': 51.51553135305125, 'lng': -0.20576186870224092}]",51.51553135305125,-0.20576186870224086,,W11 2ES,Greater London,4ad62c4ef964a520880521e3,,,,
14965,14965,108 Garage,English Restaurant,108 Golborne Road,GB,London,United Kingdom,,314,"['108 Golborne Road', 'London', 'Greater London', 'W10 5PS', 'United Kingdom']","[{'label': 'display', 'lat': 51.521252, 'lng': -0.209441}]",51.521252000000004,-0.209441,,W10 5PS,Greater London,5834c1a77b43b4596a6e5ed3,,,,
14969,14969,E&O,Asian Restaurant,14 Blenheim Cres,GB,Kensington,United Kingdom,Kensington Pk Rd,813,"['14 Blenheim Cres (Kensington Pk Rd)', 'Kensington', 'Greater London', 'W11 1NN', 'United Kingdom']","[{'label': 'display', 'lat': 51.51577040754419, 'lng': -0.20581609395685188}]",51.51577040754418,-0.20581609395685188,Kensington and Chelsea,W11 1NN,Greater London,4ae5ebbff964a5202ca321e3,,,,
14977,14977,The Ledbury,French Restaurant,127 Ledbury Rd,GB,London,United Kingdom,,1074,"['127 Ledbury Rd', 'Notting Hill', 'Greater London', 'W11 2AQ', 'United Kingdom']","[{'label': 'display', 'lat': 51.51678743779519, 'lng': -0.2000364428487233}]",51.51678743779519,-0.2000364428487233,,W11 2AQ,Greater London,4ac518c4f964a52071a420e3,,,,
14980,14980,Southam Street,Japanese Restaurant,36 Golborne Rd,GB,London,United Kingdom,,531,"['36 Golborne Rd', 'London', 'Greater London', 'W10 5PR', 'United Kingdom']","[{'label': 'display', 'lat': 51.5231437140651, 'lng': -0.20708799362182617}]",51.52314371406511,-0.20708799362182614,,W10 5PR,Greater London,598d059e345cbe1f60e7d210,,,,
14983,14983,Mosob,Ethiopian Restaurant,339 Harrow Rd,GB,London,United Kingdom,at Woodfield Pl,966,"['339 Harrow Rd (at Woodfield Pl)', 'London', 'Greater London', 'W9 3RB', 'United Kingdom']","[{'label': 'display', 'lat': 51.5239665827367, 'lng': -0.20083993257849977}]",51.523966582736705,-0.20083993257849975,,W9 3RB,Greater London,4ade3574f964a520f07321e3,,,,
14989,14989,Core By Clare Smyth,Restaurant,92 Kensington Park Rd,GB,London,United Kingdom,,1202,"['92 Kensington Park Rd', 'Notting Hill', 'Greater London', 'W11 2PN', 'United Kingdom']","[{'label': 'display', 'lat': 51.512623, 'lng': -0.20306468}]",51.512623,-0.20306468,Pembridge,W11 2PN,Greater London,5980bc24e65d0c3d5d28e3b2,,,,
14990,14990,Ottolenghi,Restaurant,63 Ledbury Rd,GB,Kensington,United Kingdom,,1227,"['63 Ledbury Rd', 'Kensington', 'Greater London', 'W11 2AD', 'United Kingdom']","[{'label': 'display', 'lat': 51.51485247568659, 'lng': -0.19929565678938885}]",51.514852475686595,-0.19929565678938885,,W11 2AD,Greater London,4af579b8f964a52052f921e3,,,,
14993,14993,Mediterraneo,Italian Restaurant,37 Kensington Park Road,GB,London,United Kingdom,,823,"['37 Kensington Park Road', 'London', 'Greater London', 'W11 2EU', 'United Kingdom']","[{'label': 'display', 'lat': 51.5156240443643, 'lng': -0.20586259412949082}]",51.5156240443643,-0.2058625941294908,,W11 2EU,Greater London,4ac518d5f964a52015a820e3,,,,
14995,14995,Granger & Co,Australian Restaurant,175 Westbourne Gr,GB,London,United Kingdom,,1331,"['175 Westbourne Gr', 'Notting Hill', 'Greater London', 'W11 2SB', 'United Kingdom']","[{'label': 'display', 'lat': 51.51464171543876, 'lng': -0.19772708415985107}]",51.514641715438756,-0.19772708415985107,,W11 2SB,Greater London,4ec4e8d4e5fa74ea532200f6,,,,
15005,15005,Fitou's,Thai Restaurant,1 Dalgarno Gdns,GB,London,United Kingdom,,879,"['1 Dalgarno Gdns', 'North Kensington', 'Greater London', 'W10 5LL', 'United Kingdom']","[{'label': 'display', 'lat': 51.521972704729535, 'lng': -0.22657453762674395}]",51.521972704729535,-0.22657453762674395,,W10 5LL,Greater London,4bd1909b9854d13a39b6f94d,,,,
15008,15008,Paradise by Way of Kensal Green,Restaurant,19 Kilburn Ln,GB,Kensal Green,United Kingdom,,902,"['19 Kilburn Ln', 'Kensal Green', 'Greater London', 'W10 4AE', 'United Kingdom']","[{'label': 'display', 'lat': 51.5290112324292, 'lng': -0.216266277775487}]",51.5290112324292,-0.21626627777548701,,W10 4AE,Greater London,4ac518c4f964a5209ba420e3,,,,
15010,15010,Ida Restaurant,Italian Restaurant,167 Fifth Avenue,GB,,United Kingdom,Kilburn Lane,1230,"['167 Fifth Avenue (Kilburn Lane)', 'Queens Park', 'Greater London', 'W10 4DT', 'United Kingdom']","[{'label': 'display', 'lat': 51.531923558782516, 'lng': -0.21092470466576776}]",51.53192355878252,-0.21092470466576774,,W10 4DT,Greater London,4ae21293f964a520718a21e3,,,,
15012,15012,Tonkotsu Notting Hill,Ramen Restaurant,7 Blenheim Crescent,GB,London,United Kingdom,,833,"['7 Blenheim Crescent', 'London', 'Greater London', 'W11 2EE', 'United Kingdom']","[{'label': 'display', 'lat': 51.51583122162859, 'lng': -0.20530070155737798}]",51.51583122162859,-0.205300701557378,,W11 2EE,Greater London,56b739f6498e6f4bdffee572,,,,
15015,15015,Pix,Tapas Restaurant,185 Portobello Rd,GB,London,United Kingdom,,900,"['185 Portobello Rd', 'London', 'Greater London', 'W11 2ED', 'United Kingdom']","[{'label': 'display', 'lat': 51.515378294564904, 'lng': -0.2046649248065363}]",51.5153782945649,-0.2046649248065363,,W11 2ED,Greater London,526197f511d260686519184a,,,,
15021,15021,Taqueria,Mexican Restaurant,139-144 Westbourne Grove,GB,Kensington,United Kingdom,,1409,"['139-144 Westbourne Grove', 'Kensington', 'Greater London', 'W11 2RS', 'United Kingdom']","[{'label': 'display', 'lat': 51.515002253414934, 'lng': -0.19608099569092113}]",51.51500225341493,-0.19608099569092116,,W11 2RS,Greater London,4b48d392f964a520db5826e3,,,,
15028,15028,Hafez,Middle Eastern Restaurant,5 Hereford Rd,GB,London,United Kingdom,,1624,"['5 Hereford Rd', 'London', 'Greater London', 'W2 4AB', 'United Kingdom']","[{'label': 'display', 'lat': 51.513907492238474, 'lng': -0.1935000894401104}]",51.513907492238474,-0.1935000894401104,,W2 4AB,Greater London,4aec9f2bf964a5208bc921e3,,,,
15037,15037,Comptoir Mezze,Moroccan Restaurant,Station Terrace,GB,London,United Kingdom,Kensal Rise,1468,"['Station Terrace (Kensal Rise)', 'London', 'Greater London', 'N W10', 'United Kingdom']","[{'label': 'display', 'lat': 51.53384050008793, 'lng': -0.21905068143923864}]",51.533840500087926,-0.21905068143923864,,N W10,Greater London,4fb940c3e4b02380cbf52a69,,,,
15038,15038,Assaggi,Italian Restaurant,39 Chepstow Place,GB,London,United Kingdom,,1601,"['39 Chepstow Place', 'London', 'Greater London', 'W2 4TS', 'United Kingdom']","[{'label': 'display', 'lat': 51.51336798334081, 'lng': -0.194410724138519}]",51.513367983340814,-0.19441072413851898,,W2 4TS,Greater London,4ac518d5f964a520d4a720e3,,,,
15039,15039,Alounak,Persian Restaurant,44 Westbourne Gr,GB,Kensington,United Kingdom,at Kensington Gardens Sq,1693,"['44 Westbourne Gr (at Kensington Gardens Sq)', 'Kensington', 'Greater London', 'W2 5SH', 'United Kingdom']","[{'label': 'display', 'lat': 51.51548555870652, 'lng': -0.19119738835151118}]",51.51548555870652,-0.1911973883515112,,W2 5SH,Greater London,4ac518d8f964a5208fa820e3,,,,
15041,15041,Mazi,Greek Restaurant,12-14 Hillgate St,GB,London,United Kingdom,,1823,"['12-14 Hillgate St', 'London', 'Greater London', 'W8 7SR', 'United Kingdom']","[{'label': 'display', 'lat': 51.5081908390669, 'lng': -0.1976146904567087}]",51.5081908390669,-0.1976146904567087,,W8 7SR,Greater London,4fb5902e754addc067345b2a,,,,
15046,15046,Core By Clare Smyth,Restaurant,92 Kensington Park Rd,GB,London,United Kingdom,,115,"['92 Kensington Park Rd', 'Notting Hill', 'Greater London', 'W11 2PN', 'United Kingdom']","[{'label': 'display', 'lat': 51.512623, 'lng': -0.20306468}]",51.512623,-0.20306468,Pembridge,W11 2PN,Greater London,5980bc24e65d0c3d5d28e3b2,,,,
15053,15053,Osteria Basilico,Italian Restaurant,29 Kensington Park Rd,GB,London,United Kingdom,,405,"['29 Kensington Park Rd', 'London', 'Greater London', 'W11 2EU', 'United Kingdom']","[{'label': 'display', 'lat': 51.515416493210445, 'lng': -0.20572776627768932}]",51.51541649321045,-0.20572776627768927,,W11 2EU,Greater London,4ac518d6f964a52025a820e3,,,,
15055,15055,Luna Rossa,Italian Restaurant,190 Kensingon Park Rd,GB,London,United Kingdom,,418,"['190 Kensingon Park Rd', 'London', 'Greater London', 'W11 2ES', 'United Kingdom']","[{'label': 'display', 'lat': 51.51553135305125, 'lng': -0.20576186870224092}]",51.51553135305125,-0.20576186870224086,,W11 2ES,Greater London,4ad62c4ef964a520880521e3,,,,
15057,15057,Ottolenghi,Restaurant,63 Ledbury Rd,GB,Kensington,United Kingdom,,475,"['63 Ledbury Rd', 'Kensington', 'Greater London', 'W11 2AD', 'United Kingdom']","[{'label': 'display', 'lat': 51.51485247568659, 'lng': -0.19929565678938885}]",51.514852475686595,-0.19929565678938885,,W11 2AD,Greater London,4af579b8f964a52052f921e3,,,,
15058,15058,Granger & Co,Australian Restaurant,175 Westbourne Gr,GB,London,United Kingdom,,545,"['175 Westbourne Gr', 'Notting Hill', 'Greater London', 'W11 2SB', 'United Kingdom']","[{'label': 'display', 'lat': 51.51464171543876, 'lng': -0.19772708415985107}]",51.514641715438756,-0.19772708415985107,,W11 2SB,Greater London,4ec4e8d4e5fa74ea532200f6,,,,
15062,15062,The Ledbury,French Restaurant,127 Ledbury Rd,GB,London,United Kingdom,,618,"['127 Ledbury Rd', 'Notting Hill', 'Greater London', 'W11 2AQ', 'United Kingdom']","[{'label': 'display', 'lat': 51.51678743779519, 'lng': -0.2000364428487233}]",51.51678743779519,-0.2000364428487233,,W11 2AQ,Greater London,4ac518c4f964a52071a420e3,,,,
15063,15063,E&O,Asian Restaurant,14 Blenheim Cres,GB,Kensington,United Kingdom,Kensington Pk Rd,445,"['14 Blenheim Cres (Kensington Pk Rd)', 'Kensington', 'Greater London', 'W11 1NN', 'United Kingdom']","[{'label': 'display', 'lat': 51.51577040754419, 'lng': -0.20581609395685188}]",51.51577040754418,-0.20581609395685188,Kensington and Chelsea,W11 1NN,Greater London,4ae5ebbff964a5202ca321e3,,,,
15065,15065,Mazi,Greek Restaurant,12-14 Hillgate St,GB,London,United Kingdom,,616,"['12-14 Hillgate St', 'London', 'Greater London', 'W8 7SR', 'United Kingdom']","[{'label': 'display', 'lat': 51.5081908390669, 'lng': -0.1976146904567087}]",51.5081908390669,-0.1976146904567087,,W8 7SR,Greater London,4fb5902e754addc067345b2a,,,,
15068,15068,Fez Mangal,Turkish Restaurant,102-108 Ladbroke Grove,GB,Kensington,United Kingdom,,617,"['102-108 Ladbroke Grove', 'Kensington', 'Greater London', 'W11 1PY', 'United Kingdom']","[{'label': 'display', 'lat': 51.51646133344621, 'lng': -0.209289778187167}]",51.51646133344621,-0.20928977818716699,,W11 1PY,Greater London,4bf2e947e5eba593e3f31d90,,,,
15074,15074,The Shed,English Restaurant,122 Palace Gardens Terrace,GB,London,United Kingdom,,781,"['122 Palace Gardens Terrace', 'London', 'Greater London', 'W8 4RT', 'United Kingdom']","[{'label': 'display', 'lat': 51.509024343335106, 'lng': -0.1939411090489185}]",51.50902434333511,-0.1939411090489185,,W8 4RT,Greater London,508303f9e4b00dbb9d8ad045,,,,
15078,15078,Portobello Garden,Italian Restaurant,,GB,London,United Kingdom,,707,"['London', 'W11 1LR', 'United Kingdom']","[{'label': 'display', 'lat': 51.51799600180051, 'lng': -0.20706117930064014}]",51.51799600180051,-0.20706117930064014,,W11 1LR,,532edfe6498e73e1a3db9adb,,,,
15081,15081,Hafez,Middle Eastern Restaurant,5 Hereford Rd,GB,London,United Kingdom,,777,"['5 Hereford Rd', 'London', 'Greater London', 'W2 4AB', 'United Kingdom']","[{'label': 'display', 'lat': 51.513907492238474, 'lng': -0.1935000894401104}]",51.513907492238474,-0.1935000894401104,,W2 4AB,Greater London,4aec9f2bf964a5208bc921e3,,,,
15083,15083,eat TOKYO,Japanese Restaurant,6-24 Hillgate St,GB,Kensington,United Kingdom,,625,"['6-24 Hillgate St', 'Kensington', 'Greater London', 'W 8 7', 'United Kingdom']","[{'label': 'display', 'lat': 51.508094975187994, 'lng': -0.1975771228014075}]",51.508094975188,-0.1975771228014075,Kensington and Chelsea,W 8 7,Greater London,4b7c5068f964a520ba8b2fe3,,,,
15084,15084,Taqueria,Mexican Restaurant,139-144 Westbourne Grove,GB,Kensington,United Kingdom,,662,"['139-144 Westbourne Grove', 'Kensington', 'Greater London', 'W11 2RS', 'United Kingdom']","[{'label': 'display', 'lat': 51.515002253414934, 'lng': -0.19608099569092113}]",51.51500225341493,-0.19608099569092116,,W11 2RS,Greater London,4b48d392f964a520db5826e3,,,,
15088,15088,Portobello Ristorante,Italian Restaurant,7 Ladbroke Rd,GB,Kensington,United Kingdom,,493,"['7 Ladbroke Rd', 'Kensington', 'Greater London', 'W11 3PA', 'United Kingdom']","[{'label': 'display', 'lat': 51.50978620653917, 'lng': -0.19796755752439446}]",51.509786206539175,-0.1979675575243945,,W11 3PA,Greater London,4bbb6980cf2fc9b6ba8ea202,,,,
15090,15090,Assaggi,Italian Restaurant,39 Chepstow Place,GB,London,United Kingdom,,700,"['39 Chepstow Place', 'London', 'Greater London', 'W2 4TS', 'United Kingdom']","[{'label': 'display', 'lat': 51.51336798334081, 'lng': -0.194410724138519}]",51.513367983340814,-0.19441072413851898,,W2 4TS,Greater London,4ac518d5f964a520d4a720e3,,,,
15105,15105,Alounak,Persian Restaurant,44 Westbourne Gr,GB,Kensington,United Kingdom,at Kensington Gardens Sq,988,"['44 Westbourne Gr (at Kensington Gardens Sq)', 'Kensington', 'Greater London', 'W2 5SH', 'United Kingdom']","[{'label': 'display', 'lat': 51.51548555870652, 'lng': -0.19119738835151118}]",51.51548555870652,-0.1911973883515112,,W2 5SH,Greater London,4ac518d8f964a5208fa820e3,,,,
15112,15112,Churchill Thai Kitchen,Thai Restaurant,119 Kensington Church St,GB,Kensington,United Kingdom,,853,"['119 Kensington Church St', 'Kensington', 'Greater London', 'W8 7LN', 'United Kingdom']","[{'label': 'display', 'lat': 51.5069440321385, 'lng': -0.19482832561605476}]",51.5069440321385,-0.1948283256160548,,W8 7LN,Greater London,4fc2896ae4b089f18c7264c6,,,,
15115,15115,Farmacy,Vegetarian / Vegan Restaurant,74-76 Westbourne Grove,GB,London,United Kingdom,,883,"['74-76 Westbourne Grove', 'London', 'Greater London', 'W2 5SH', 'United Kingdom']","[{'label': 'display', 'lat': 51.515334040474336, 'lng': -0.19274903215799155}]",51.51533404047435,-0.19274903215799155,,W2 5SH,Greater London,57235408498e259d1718f551,,,,
15116,15116,Gold Mine,Chinese Restaurant,102 Queensway,GB,London,United Kingdom,,1167,"['102 Queensway', 'London', 'Greater London', 'W2 3RR', 'United Kingdom']","[{'label': 'display', 'lat': 51.51337864723379, 'lng': -0.18756417306829726}]",51.51337864723379,-0.18756417306829729,,W2 3RR,Greater London,4ade28c7f964a520797321e3,,,,
15124,15124,LOKKANTA,Turkish Restaurant,31 Westbourne Grove,GB,London,United Kingdom,,1093,"['31 Westbourne Grove', 'London', 'Greater London', 'W2 4UA', 'United Kingdom']","[{'label': 'display', 'lat': 51.515662568724856, 'lng': -0.18965838517719047}]",51.51566256872486,-0.18965838517719047,,W2 4UA,Greater London,540c5066498e69e16e4b584c,,,,
15126,15126,Nando's,Portuguese Restaurant,63 Westbourne Grove,GB,London,United Kingdom,,987,"['63 Westbourne Grove', 'London', 'Greater London', 'W2 4UA', 'United Kingdom']","[{'label': 'display', 'lat': 51.515435963318936, 'lng': -0.19116672603547824}]",51.515435963318936,-0.19116672603547824,,W2 4UA,Greater London,4ac518dbf964a52001a920e3,,,,
15127,15127,Sadaf Restaurant,Persian Restaurant,27 Westbourne Grove,GB,London,United Kingdom,,1106,"['27 Westbourne Grove', 'London', 'Greater London', 'W2 4UA', 'United Kingdom']","[{'label': 'display', 'lat': 51.515765794959975, 'lng': -0.18953261962681367}]",51.515765794959975,-0.18953261962681367,,W2 4UA,Greater London,4be45f31bcef2d7f367502e5,,,,
15135,15135,Aubaine,French Restaurant,129 Bayswater Rd,GB,London,United Kingdom,,1164,"['129 Bayswater Rd', 'London', 'Greater London', 'W2 4RJ', 'United Kingdom']","[{'label': 'display', 'lat': 51.51024822878456, 'lng': -0.18764172871317225}]",51.51024822878456,-0.18764172871317225,,W2 4RJ,Greater London,558fb2ec498e642c87ea0f71,,,,
15136,15136,The Belvedere,Restaurant,Off Abbotsbury Road,GB,London,United Kingdom,,1116,"['Off Abbotsbury Road', 'London', 'Greater London', 'W8 6LU', 'United Kingdom']","[{'label': 'display', 'lat': 51.501859307515836, 'lng': -0.20414668738479846}]",51.50185930751584,-0.20414668738479846,,W8 6LU,Greater London,4ac518d6f964a5202aa820e3,,,,
15137,15137,Maggie Jones's,English Restaurant,6 Old Court Place,GB,London,United Kingdom,Kensington High Street,1341,"['6 Old Court Place (Kensington High Street)', 'London', 'Greater London', 'W8 4PL', 'United Kingdom']","[{'label': 'display', 'lat': 51.50293741313287, 'lng': -0.19128853311093627}]",51.50293741313287,-0.19128853311093627,,W8 4PL,Greater London,4b5b46c2f964a520b0f028e3,,,,
